An Improved LU-SGS Implicit Scheme for High Reynolds Number ...,http://www.sciencedirect.com/science/article/pii/S1000936111603592
An implicit block LU-SGS finite-volume lattice-Boltzmann scheme for ...,http://www.sciencedirect.com/science/article/pii/S0021999116304594
A Block LU-SGS Implicit Dual Time-Stepping Algorithm for Hybrid ...,http://dept.ku.edu/~cfdku/papers/aiaa-2003-3886.pdf
